doc_id,token_id,token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio
73,7,Ýzmir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Piþiricisi,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Forum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
73,9,Bornova,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Forum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Karþýsý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
73,25,yemekneredeyenircom,0,0,0.0,19,1.375,8.0,0.0,0.0,0.0,0.0,Dondurmalý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,eLg1vOKupb,0,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0
73,26,eLg1vOKupb,0,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,yemekneredeyenircom,0,0,0.0,19,1.375,8.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
75,5,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Steakhouse,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
75,6,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Bayrampaþa,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0
75,7,Bayrampaþa,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Çalýþma,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
75,13,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,23,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
75,14,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,437,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
75,15,437,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,38,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
75,16,38,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,437,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,84,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
75,17,84,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,38,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,30,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
77,5,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Et,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,Ýstoç,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
77,7,Kaðýthane,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Ýstoç,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Baðcýlar,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
77,8,Baðcýlar,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Kaðýthane,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,18,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
77,9,18,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Baðcýlar,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Kahvaltý,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
77,12,13,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Tabaðý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Yumurtalý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0
77,15,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,Kavurma,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,uhWRh8ddNI,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0
78,9,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Kafasý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Cihangir,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
78,10,Cihangir,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Firuzaða,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0
78,17,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,Gram,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,RK3Y6xCIuZ,1,0,0.6,10,3.0,2.0,2.0,0.2,0.0,0.0
78,18,RK3Y6xCIuZ,1,0,0.6,10,3.0,2.0,2.0,0.2,0.0,0.0,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
79,9,Cihangir,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Firuzaða,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0
79,16,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,Gram,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,YU1HaU96hg,1,0,0.4,10,1.3333333333333333,3.0,3.0,0.3,0.0,0.0
79,17,YU1HaU96hg,1,0,0.4,10,1.3333333333333333,3.0,3.0,0.3,0.0,0.0,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
80,1,Baþbakan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
80,2,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Baþbakan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Bu,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0
81,1,27,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,Þubat,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
81,8,58,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,yýlýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,günüdür,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
82,5,Beyaz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Çikolatalý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0
82,6,Çikolatalý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Beyaz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Sufle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
82,7,Sufle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Çikolatalý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Roma,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0
82,8,Roma,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Sufle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Dondurmacýsý,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0
82,9,Dondurmacýsý,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,Roma,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
82,10,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Dondurmacýsý,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,Gaziosmanpaþa,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0
82,11,Gaziosmanpaþa,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
83,5,Ayder,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Kahvaltýsý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Sofrasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
83,7,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Sofrasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Sarýyer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
83,8,Sarýyer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,25,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
83,14,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,Baþý,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,DIDFAkmzYo,1,0,0.6,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0
83,15,DIDFAkmzYo,1,0,0.6,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,yemekneredeyenir,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
84,6,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Garden,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Üsküdar,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
84,7,Üsküdar,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Servis,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0
85,7,Dilek,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Kahvaltý,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Pastanesi,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0
85,8,Pastanesi,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Dilek,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
85,10,Halkalý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Kanuni,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0
86,1,yarentheminnok,0,0,0.0,14,1.8,5.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,Ölümlü,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0
86,3,dünya,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Ölümlü,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,aman,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0
86,5,boþver,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,aman,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
87,7,Balýkçý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Çeþitleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
87,8,Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Balýkçý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Usta,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0
87,9,Usta,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýzmir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
87,10,Ýzmir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Usta,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Forum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
87,11,Forum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ýzmir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Bornova,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
87,12,Bornova,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Forum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Giriþi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0
88,4,bakýþýyoruz,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,saattir,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,SerpmeKahvaltý,1,0,0.14285714285714285,14,1.8,5.0,0.0,0.0,0.0,0.0
88,5,SerpmeKahvaltý,1,0,0.14285714285714285,14,1.8,5.0,0.0,0.0,0.0,0.0,bakýþýyoruz,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,Seven,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
88,10,Sultanahmet,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
88,19,vJso77fzb6,0,0,0.1,10,6.0,1.0,3.0,0.3,0.0,0.0,Baþý,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
89,2,Bam,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Günaydýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,s,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
89,8,Cafe,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Klasik,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0
89,9,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Cafe,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
89,10,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Acýbadem,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0
89,11,Acýbadem,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,kkn8PdNRyu,0,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0
90,9,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Dolce,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ortaköy,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
90,10,Ortaköy,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Çalýþma,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
91,1,Acýktýk,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,EtliWrap,1,0,0.25,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
91,5,Company,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,Shop,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Adana,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0
91,8,Mumcu,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Uðrum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Bulvarý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
91,12,Çalýþma,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,AVM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Saatleri,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0
91,15,30,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,00,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
91,20,33,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,235,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
91,22,24,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,50,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
91,23,50,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,24,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,JXalys3Klt,1,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0
92,5,Dumanti,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Kahvaltý,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
92,6,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Dumanti,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Halkalý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
92,7,Halkalý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,kahvaltý,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
93,4,Lezzet,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Künefe,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,i,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
93,6,Þark,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,i,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Antep,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
93,7,Antep,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Þark,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Sofrasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
93,8,Sofrasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Antep,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
93,9,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Sofrasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Tahtakale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0
93,10,Tahtakale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Hasýrcýlar,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0
93,11,Hasýrcýlar,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Tahtakale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Cad,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0
93,12,Cad,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Hasýrcýlar,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Eminönü,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0
93,13,Eminönü,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,Cad,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
93,14,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,Eminönü,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
93,15,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,514,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
93,16,514,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,212,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,27,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
93,18,63,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,27,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
94,3,Chachas,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,doymuyoruz,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Lokum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0
94,4,Lokum,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Chachas,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,Chacha,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0
94,10,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Steak,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Çengelköy,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0
94,11,Çengelköy,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
94,12,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,Çengelköy,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,216,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
94,13,216,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,308,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0
94,14,308,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,216,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,05,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
94,15,05,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,308,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,55,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
94,16,55,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,05,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,44,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0
95,1,Eridik,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,Beyran,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0
95,4,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Kimyon,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Moda,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0
95,6,KadifeSokak,1,0,0.18181818181818182,11,1.2,5.0,0.0,0.0,0.0,0.0,Moda,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,beyran,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0
95,7,beyran,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,KadifeSokak,1,0,0.18181818181818182,11,1.2,5.0,0.0,0.0,0.0,0.0,jx50JySyxb,0,0,0.2,10,8.0,0.0,2.0,0.2,0.0,0.0
95,8,jx50JySyxb,0,0,0.2,10,8.0,0.0,2.0,0.2,0.0,0.0,beyran,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
